Date,Buy & Hold,Momentum,Sentiment + Momentum,Buy & Hold Cumulative,Momentum Cumulative,Sentiment + Momentum Cumulative
2015-04-02,-0.000601614429460605,0.00015587342890528995,0.0,1.0121808039622093,0.9911722393390711,1.0
2015-04-06,0.01404733364089451,0.00461301599811438,0.0,1.0263992454203754,0.995744532736029,1.0
2015-04-07,-0.0014650638132132,-0.000501905237460345,0.0,1.0248955050280006,0.9952447633398763,1.0
2015-04-08,0.00625447696745431,0.00023450175038066502,0.0,1.0313056903582458,0.9954781499789367,1.0
2015-04-09,0.007231163162473994,0.00273364394271582,0.0,1.0387632300756142,0.9981994327937327,1.0
2015-04-10,0.0049480472795072495,0.000886562323865975,0.0,1.043903079650242,0.9990843988025521,1.0
2015-04-13,-0.004581663275887195,-0.00336774560513384,0.0,1.0391202672466229,0.995719736709327,1.0
2015-04-14,-0.006407569980789176,-0.002082709944035425,0.0,1.0324620314157837,0.9936459413122101,1.0
2015-04-15,0.010716375969861294,0.0012155377443535049,0.0,1.043526282719042,0.9948537554583987,1.0
2015-04-16,0.0010680607516447356,-0.001698762864811735,0.0,1.0446408321849239,0.9931637348427075,1.0
2015-04-17,-0.025653560734123233,-0.009522901436294334,0.0,1.0178420751511228,0.9837059344856984,1.0
2015-04-20,0.013898653066707012,0.0,0.0,1.0319887090303455,0.9837059344856984,1.0
2015-04-21,0.0018316994106749949,-0.00025277463702589003,0.0,1.0338790021404998,0.9834572785751686,1.0
2015-04-22,0.009733558078804409,0.001007227059134625,0.0,1.0439423234542908,0.9844478433576523,1.0
2015-04-23,-0.0030830659924465198,-0.0009390962433889899,0.0,1.0407237803787732,0.9835233520861428,1.0
2015-04-24,0.007419951809402836,0.00589030995198026,0.0,1.0484459006760833,0.9893166094749408,1.0
2015-04-27,0.002665717516923885,0.001914833122202755,0.0,1.0512407612790626,0.9912109856871087,1.0
2015-04-28,-0.0008305374415042853,-0.0008977733517340802,0.0,1.050367666466785,0.9903211028782127,1.0
2015-04-29,0.00455289679777673,-6.203277457744998e-06,0.0,1.0551498820519298,0.9903149596416394,1.0
2015-04-30,-0.015970901760208114,-0.0074031833097062405,0.0,1.0382981869433834,0.982983476461068,1.0
2015-05-01,0.013514192058929824,0.0020705345094772605,0.0,1.052329948056175,0.9850187776713266,1.0
2015-05-04,-0.00205383720200569,-0.00029082622893240005,0.0,1.0501686336600724,0.9847323083747889,1.0
2015-05-05,-0.01326361611348798,-0.0034585199815262355,0.0,1.036239600048779,0.9813265920098202,1.0
2015-05-06,-0.004431834301137487,0.00017389753036224997,0.0,1.0316471578450859,0.9814972422806495,1.0
2015-05-07,0.009134279941749835,0.0,0.0,1.0410705117859533,0.9814972422806495,1.0
2015-05-08,0.0036965438247305604,-0.0029192256658435,0.0,1.0449188745574047,0.9786320303400292,1.0
2015-05-11,-0.0016482425924190848,2.583482840925501e-05,0.0,1.0431965947627366,0.9786573131306088,1.0
2015-05-12,-0.0018955207065077001,0.0009189399210468351,0.0,1.0412191940164055,0.9795566404046688,1.0
2015-05-13,0.00538911560469399,-0.0005392367226004899,0.0,1.046830444622786,0.9790284274922955,1.0
2015-05-14,0.011819585150332466,0.004315440796611289,0.0,1.0592035462009655,0.9832533667093379,1.0
2015-05-15,-0.000816135892828315,0.00014858844835241494,0.0,1.0583390921690998,0.9833994668014344,1.0
2015-05-18,0.005075500413877585,0.00157963194697686,0.0,1.0637106926694269,0.984952876015834,1.0
2015-05-19,-0.005215658964973091,-0.00204886735429882,0.0,1.0581627404590679,0.9829348382226425,1.0
2015-05-20,-0.00034225652483433776,-0.0006418048774257427,0.0,1.057800577356809,0.9823039858492796,1.0
2015-05-21,0.00577605751535157,0.00101650647628785,0.0,1.0639104943313942,0.9833025042125788,1.0
2015-05-22,0.00092725361296442,0.001546674143782305,0.0,1.0648970091811338,0.9848233527713609,1.0
2015-05-26,-0.01090758660952299,-0.003261920031327665,0.0,1.0532815528232686,0.9816109377496368,1.0
2015-05-27,0.021118341064223937,0.000957479418639625,0.0,1.0755251118924458,0.9825508100196435,1.0
2015-05-28,-0.0003502100804734748,-0.0008129536933129348,0.0,1.0751484521564587,0.9817520417097705,1.0
2015-05-29,-0.00413971348082817,0.0010886117453260801,0.0,1.070697645615175,0.9828207885133736,1.0
2015-06-01,0.001794308470453645,-0.0015567753710319702,0.0,1.0726188074699972,0.9812907573156778,1.0
2015-06-02,-0.004087714523869615,-0.00237356344575084,0.0,1.0682342479921263,0.9789616014444602,1.0
2015-06-03,0.00047693082885973993,0.000460428685283465,0.0,1.0687437218374374,0.9794123434475562,1.0
2015-06-04,-0.00834779992193079,-0.0019319459799084899,0.0,1.0598220630797188,0.9775201717079599,1.0
2015-06-05,0.0006295340170261702,-0.00044454179399519496,0.0,1.0604892571204223,0.9770856231371623,1.0
2015-06-08,-0.013987343848415146,-0.0019728152965023246,0.0,1.0456558292335285,0.9751580136738448,1.0
2015-06-09,-0.0009720364525862947,-5.6575223110995e-05,0.0,1.0446394136506543,0.9751028438916527,1.0
2015-06-10,0.012625089051868071,-0.001035159399761885,0.0,1.057828079275085,0.9740934570170637,1.0
2015-06-11,-0.00099138491663281,0.000141607513751625,0.0,1.0567793644729009,0.9742313959696737,1.0
2015-06-12,-0.007291278555773195,-0.002721759117551185,0.0,1.049074091754536,0.9715797727850886,1.0
2015-06-15,-0.0042224315035953005,-0.0022813763697740602,0.0,1.0446444482599062,0.9693632336501061,1.0
2015-06-16,0.007470398276964355,0.004428810599435115,0.0,1.0524483583462274,0.9736563598139983,1.0
2015-06-17,0.006041686007324109,0.001417674858163345,0.0,1.058806920866279,0.9750366879557975,1.0
2015-06-18,0.010675088393770096,0.0005487059537808649,0.0,1.0701097783384619,0.9755716963916334,1.0
2015-06-19,-0.004218413373688835,-0.0028330678236205198,0.0,1.0655956129382036,0.9728078356089515,1.0
2015-06-22,0.00605624268897525,0.0012779384911084648,0.0,1.0720491185784646,0.9740510241865279,1.0
2015-06-23,0.0019316058659414551,0.00431842025444525,0.0,1.0741198949444883,0.9782573858582382,1.0
2015-06-24,-0.008645983837669626,-0.004198965163562875,0.0,1.064833071693079,0.9741497171740213,1.0
2015-06-25,-0.00042311272288253477,-0.000629700222385105,0.0,1.0643825272726994,0.9735362948804805,1.0
2015-06-26,-0.02214103013368542,-0.0038111814330942803,0.0,1.0408160016625865,0.9698259714289886,1.0
2015-06-29,-0.026436167466591175,-0.004027364890606795,0.0,1.0133008155407266,0.9659201283616569,1.0
2015-06-30,0.00318680982796073,0.00117326698839524,0.0,1.0165300125383725,0.9670534105616901,1.0
2015-07-01,0.00623339140370345,0.0001658798125116,0.0,1.0228664419801357,0.9672138252001229,1.0
2015-07-02,0.008039693535577824,0.002019319957727225,0.0,1.0310899747014828,0.9691669393807392,1.0
2015-07-06,-0.009718633896498175,-5.356372187609501e-05,0.0,1.0210691887230094,0.9691150271923467,1.0
2015-07-07,-0.009882866591335561,-0.002116402062284835,0.0,1.0109780981503367,0.9670639901502056,1.0
2015-07-08,-0.01972500725090196,-0.00723700783796658,0.0,0.9910365478338182,0.9600653404736734,1.0
2015-07-09,-0.0035340657403985396,0.00117434589360215,0.0,0.9875341595226359,0.9611927892638485,1.0
2015-07-10,0.014518999802029794,0.001419592575144075,0.0,1.0018721677892428,0.9625572914107696,1.0
2015-07-13,0.012626762656316484,0.00389508488346916,0.0,1.014522569863887,0.9663065337660167,1.0
2015-07-14,0.013015629022774691,0.002758250776795005,0.0,1.0277272192684672,0.9689718495133989,1.0
2015-07-15,-0.0058998004478098,-0.00019437856424236503,0.0,1.0216638337600008,0.9687835021564992,1.0
2015-07-16,0.00988604493548995,0.006593195494488941,0.0,1.0317640483295172,0.9751708811780526,1.0
2015-07-17,0.009915883392689425,0.012044187738034395,0.0,1.0419949003215219,0.9869160223476255,1.0
2015-07-20,-0.00013396865795942993,0.0029169635698137594,0.0,1.0418553056631252,0.9897948204312792,1.0
2015-07-21,-0.00528711942558144,-0.002876081031620925,0.0,1.0363468922379087,0.9869480903230401,1.0
2015-07-22,-0.014916756160223085,-0.000470183414714895,0.0,1.020887958348991,0.9864840436997856,1.0
2015-07-23,-0.00010431973515522987,-0.003038353194496415,0.0,1.0207814595875528,0.9834867567542906,1.0
2015-07-24,-0.00299225947040701,0.0038755972371820346,0.0,1.017727016597886,0.9872983553115726,1.0
2015-07-27,-0.012583876223657304,-0.0012457927655774499,0.0,1.0049200657915462,0.9860683861630589,1.0
2015-07-28,0.022371403720684448,-0.000506198802434405,0.0,1.0274015382903856,0.9855692395268647,1.0
2015-07-29,0.009262660882584544,0.00028230412846355,0.0,1.0369180103298152,0.9858474697920699,1.0
2015-07-30,0.00307995540564381,0.00073345665357458,0.0,1.04011167156094,0.9865705461781986,1.0
2015-07-31,-0.00646014529406172,0.000373735750722895,0.0,1.0333923990406069,0.9869392628619157,1.0
2015-08-03,0.004276556277755104,-0.0019109604862816401,0.0,1.0378117597921084,0.9850532609282266,1.0
2015-08-04,-0.006087959527226505,0.0002804810746465301,0.0,1.0314936038016143,0.985329549725436,1.0
2015-08-05,0.00964784070780797,0.00295772601910424,0.0,1.041445289782215,0.9882438845720511,1.0
2015-08-06,-0.015966310673656156,-0.008644084664208851,0.0,1.0248172507359363,0.9797014207649237,1.0
2015-08-07,0.0038391215201655595,-0.00012558219945722505,0.0,1.0287516486974737,0.9795783877056927,1.0
2015-08-10,0.010654617513922122,0.0010199038125477899,0.0,1.0397126040311622,0.9805774634380032,1.0
2015-08-11,-0.01254095658363168,-0.002082791796428165,0.0,1.0266736134045529,0.9785351247413923,1.0
2015-08-12,0.004154439261870915,3.7063998268675e-05,0.0,1.0309388665732075,0.9785713931655616,1.0
2015-08-13,-0.006532385961133445,-6.636497392239998e-05,0.0,1.024204375994418,0.9785064503005729,1.0
2015-08-14,0.002801987196486145,0.00343454303912698,0.0,1.0270741835425394,0.9818671728181936,1.0
2015-08-17,0.00796630930471805,0.0012063716369385298,0.0,1.03525617416753,0.9830516695267225,1.0
2015-08-18,-0.008892687319406695,-0.0034627313428419195,0.0,1.0260499647151728,0.9796476256990193,1.0
2015-08-19,-0.009096829037501544,-0.00255028281289238,0.0,1.0167161636022244,0.9771492471965083,1.0
2015-08-20,-0.03713000774009659,-0.010728927082492144,0.0,0.9789654845781925,0.9666654841746248,1.0
2015-08-21,-0.029181996076653626,0.0,0.0,0.9503973176480525,0.9666654841746248,1.0
2015-08-24,-0.03484314654468243,0.0,0.0,0.9172824846335682,0.9666654841746248,1.0
2015-08-25,-0.011866660655732674,0.0,0.0,0.9063974046629742,0.9666654841746248,1.0
2015-08-26,0.04796639952917282,0.0,0.0,0.9498740247072438,0.9666654841746248,1.0
2015-08-27,0.03270805205064142,0.0,0.0,0.9809425537489207,0.9666654841746248,1.0
2015-08-28,0.00853658616712874,0.00018622124367987,0.0,0.9893164543840016,0.9668454978233102,1.0
2015-08-31,-0.006688413104816315,-0.0038011365474411945,0.0,0.9826994972456893,0.9631703860658051,1.0
2015-09-01,-0.03554626076705248,-0.00987449590385745,0.0,0.9477682046609427,0.9536595640338814,1.0
2015-09-02,0.026112528762298713,0.0064910328264902355,0.0,0.9725168291651438,0.9598497995693217,1.0
2015-09-03,0.0022401149919861847,-0.00043587704646022997,0.0,0.9746953786941155,0.95943142307364,1.0
2015-09-04,-0.01372071461199147,0.0,0.0,0.9613218615694267,0.95943142307364,1.0
2015-09-08,0.034949891455279804,0.0,0.0,0.9949199562848655,0.95943142307364,1.0
2015-09-09,-0.01384191157400802,-0.0010548594682554101,0.0,0.9811483622267545,0.958419357752869,1.0
2015-09-10,0.00894824889235241,0.0019007975186503049,0.0,0.9899279219722835,0.960241118889912,1.0
2015-09-11,0.00812978944204336,0.001168423632326315,0.0,0.9979758275407177,0.9613630873059545,1.0
2015-09-14,-0.007300078765189165,-0.000888824062712055,0.0,0.9906905253939157,0.9605086046609539,1.0
2015-09-15,0.01181281480204687,0.001611383920742315,0.0,1.0023933690965365,0.9620563527822392,1.0
2015-09-16,0.0069075746962503955,0.0008630743577097051,0.0,1.009317476168597,0.9628866789509972,1.0
2015-09-17,-0.002983456613552805,0.001542927174629055,0.0,1.0063062212691474,0.964372342974039,1.0
2015-09-18,-0.01137116767267962,8.608873821078999e-05,0.0,0.9948633444970352,0.964455364572211,1.0
2015-09-21,0.005630590247696196,0.000515249112992065,0.0,1.0004650123423506,0.9649522993433273,1.0
2015-09-22,-0.017254452501714444,-0.0022708159863340897,0.0,0.9832025363072624,0.9627610702359286,1.0
2015-09-23,-0.00297241269154867,-0.00021638345869615002,0.0,0.9802800526099799,0.962552744665653,1.0
2015-09-24,0.0022681924468484953,-0.00021638820521502502,0.0,0.982503516421106,0.96234445960481,1.0
2015-09-25,-0.0016349500190954648,0.000362648451073555,0.0,0.980897172278172,0.9626934523324848,1.0
2015-09-28,-0.026603643955340456,-0.000656509813425805,0.0,0.9548017331500832,0.9620614346337077,1.0
2015-09-29,-0.0011603011262159798,0.0,0.0,0.9536938756237962,0.9620614346337077,1.0
2015-09-30,0.02530094366450536,0.0035212754281878852,0.0,0.9778232306441376,0.9654491179238907,1.0
2015-10-01,6.134125143165102e-06,-0.001205868771711315,0.0,0.9778292287342022,0.96428491298191,1.0
2015-10-02,0.0206823053106551,0.00215325749515992,0.0,0.9980529913845654,0.966361266698258,1.0
2015-10-05,0.022746302070710607,0.0054506837638500045,0.0,1.020755006209175,0.9716285963646636,1.0
2015-10-06,0.0001615299787762741,-0.00237736829279338,0.0,1.0209198887436637,0.9693186773472949,1.0
2015-10-07,0.0021838078956244755,-0.00061539034787792,0.0,1.0231493816575021,0.9687221679892376,1.0
2015-10-08,0.00368879926469142,-0.00011454253162577498,0.0,1.0269235743442298,0.968611208099674,1.0
2015-10-09,0.00140145835579049,0.000370305101663285,0.0,1.0283627649682527,0.9689698897715615,1.0
2015-10-12,-0.0009932707615869752,0.00303582075038733,0.0,1.027341322301505,0.9719115086694305,1.0
2015-10-13,-0.0019716438076842853,-0.0004020954345364849,0.0,1.0253157711450112,0.9715207074890211,1.0
2015-10-14,0.0074949046582969,0.00340672183234735,0.0,1.033000415094391,0.9748304082938014,1.0
2015-10-15,0.01428320175262975,0.005638033928103705,0.0,1.0477549684337344,0.9803265352099091,1.0
2015-10-16,0.0062852045456726745,0.004706334521859571,0.0,1.0543403227240853,0.9849402798252626,1.0
2015-10-19,0.002290551249636385,0.00260421535038577,0.0,1.056755343267843,0.9875052764211968,1.0
2015-10-20,-0.013898904482722855,-0.010128045920889716,0.0,1.0420676016901562,0.977503777634482,1.0
2015-10-21,-0.006904790492288824,-0.00330877840422878,0.0,1.0348723432216838,0.974269434244993,1.0
2015-10-22,0.029363576890345734,0.01088995460459192,0.0,1.065259896843566,0.9848791841565625,1.0
2015-10-23,0.02300962760152468,0.013977481620747245,0.0,1.089771130368775,0.9986453148517673,1.0
2015-10-26,-0.0047552178041510695,-0.0004656464086671451,0.0,1.0845890312871955,0.9981802992473743,1.0
2015-10-27,-0.00467509452738483,-0.0004596540449077549,0.0,1.0795184750425633,0.997721481635278,1.0
2015-10-28,0.01495866527753179,0.01023693390540422,0.0,1.0956666305716365,1.0079350904987803,1.0
2015-10-29,-0.010164205839064156,-0.006998564211179589,0.0,1.0845300494075125,1.0008809920472235,1.0
2015-10-30,-0.001910426952008485,-0.003695565719092765,0.0,1.0824581339708612,0.9971821705641222,1.0
2015-11-02,0.013607969040468914,0.004061232858286305,0.0,1.0971881907455405,1.0012319595609145,1.0
2015-11-03,0.004839018022826371,0.0055870923762306795,0.0,1.1024975041749905,1.0068259350090158,1.0
2015-11-04,0.005113464160114265,-0.0015522687571655753,0.0,1.1081350856492047,1.0052630705661973,1.0
2015-11-05,-0.009343848513347679,-0.001962957160224485,0.0,1.0977808392765729,1.0032897822239202,1.0
2015-11-06,0.013971528959603425,0.008074896678268965,0.0,1.1131185160638233,1.0113912435537413,1.0
2015-11-09,-0.01369772171291366,-0.0071214477956177,0.0,1.0978713283972896,1.0041886736118284,1.0
2015-11-10,-0.0111938765884943,-0.00098538342736798,0.0,1.085581892237164,1.0031991627349006,1.0
2015-11-11,0.002794024346913725,0.00136374103082619,0.0,1.0886150344746435,1.0045672665952128,1.0
2015-11-12,-0.009748401794095179,-0.00268524983718104,0.0,1.0780027777194918,1.0018697525061506,1.0
2015-11-13,-0.019505924535317836,-0.005302321295371875,0.0,1.0569753368884325,0.9965575171822483,1.0
2015-11-16,0.01450443542243679,0.00145013354021587,0.0,1.0723061674054393,0.9980026586626686,1.0
2015-11-17,0.003543293853513945,0.000510200723200345,0.0,1.0761056632574921,0.998511840340874,1.0
2015-11-18,0.016188948718542404,-0.002012979378081805,0.0,1.0935266826557009,0.9965018565974973,1.0
2015-11-19,0.0070930428338611805,0.0032253738980344247,0.0,1.1012831142557478,0.9997159476751096,1.0
2015-11-20,0.007410251483171424,0.005878549987391305,0.0,1.109443899086553,1.00559282784671,1.0
2015-11-23,-0.004587201001951665,-0.0030477569351379102,0.0,1.104354656921054,1.002528025331715,1.0
2015-11-24,0.006237538193673165,0.0046111656700359655,0.0,1.11124311127296,1.0071508481453737,1.0
2015-11-25,0.0014964077293868748,-0.0004228879606755751,0.0,1.1129059840538966,1.006724936177109,1.0
2015-11-27,0.00156946310288401,0.0006333880563777499,0.0,1.114652648932848,1.0073625837277411,1.0
2015-11-30,0.0018644930779128902,0.00014712036178500502,0.0,1.1167309110810606,1.007510787275508,1.0
2015-12-01,0.014747007583626756,0.004177468027616089,0.0,1.1331993502956432,1.0117196313768297,1.0
2015-12-02,-0.006779613105730391,-0.00505332587045672,0.0,1.1255166971289736,1.0066070823899442,1.0
2015-12-03,-0.006410605782122314,-0.0019224185418421798,0.0,1.1183014532824835,1.0046719622704081,1.0
2015-12-04,0.01980666137590756,0.007402171407180741,0.0,1.140451271483835,1.0121087163431224,1.0
2015-12-07,-0.006930352759593,-0.00589856190699734,0.0,1.1325475418673259,1.0061387304231608,1.0
2015-12-08,-0.0033786144308928048,0.000704643983014555,0.0,1.1287211003987008,1.0068477000256313,1.0
2015-12-09,-0.0145482303900232,-0.00642183325578531,0.0,1.11230020578402,1.0003818919820957,1.0
2015-12-10,0.00432881600994481,0.003117118751398125,0.0,1.1171151487226827,1.0035002011361522,1.0
2015-12-11,-0.02320143402986216,-0.00951598443196949,0.0,1.0911964752958336,0.9939509088446624,1.0
2015-12-14,0.003931944758250721,-0.00042372842829515504,0.0,1.0954869995570946,0.9935297435882551,1.0
2015-12-15,0.01139281932638031,0.00040746005223426504,0.0,1.1079676850174471,0.9939345672694739,1.0
2015-12-16,0.017631732769167685,0.0009895222859542649,0.0,1.1275030751565482,0.9949180876745672,1.0
2015-12-17,-0.012516939640143877,-0.007265767985276815,0.0,1.113390187220737,0.9876892436851685,1.0
2015-12-18,-0.017178057030134662,-0.01044586102216254,0.0,1.0942643070878668,0.9773719791125485,1.0
2015-12-21,0.01461778491731105,0.0042956072497795945,0.0,1.1102600273715677,0.9815703852717557,1.0
2015-12-22,0.00889188652399189,0.00494470850587848,0.0,1.1201323335470799,0.9864239647049273,1.0
2015-12-23,0.006106824584800224,0.002885649508191595,0.0,1.1269727852198148,0.9892704385335466,1.0
2015-12-24,0.002302665652107545,0.0015776424842348252,0.0,1.1295678267432003,0.9908311536057748,1.0
2015-12-28,0.0009820233122285298,0.000631832417585485,0.0,1.1306770886818056,0.9914571928489766,1.0
2015-12-29,0.015215620325774271,0.00870742965038893,0.0,1.1478810419742398,1.000090236607081,1.0
2015-12-30,-0.007344028659673064,-0.004850091961084694,0.0,1.1394509707040856,0.9952397069901537,1.0
2015-12-31,-0.01361667132420579,-0.009221105603791486,0.0,1.123935441345961,0.986062496550911,1.0
2016-01-04,-0.01983176950495551,-0.01151496039172771,0.0,1.1016458127347375,0.9747080259593591,1.0
2016-01-05,-0.0021253548806066933,0.0,0.0,1.0993044244299417,0.9747080259593591,1.0
2016-01-06,-0.020251865102693254,0.0,0.0,1.0770414595195927,0.9747080259593591,1.0
2016-01-07,-0.034422388947872334,0.0,0.0,1.0399671194870252,0.9747080259593591,1.0
2016-01-08,-0.015353021899550675,0.0,0.0,1.0240004815267283,0.9747080259593591,1.0
2016-01-11,0.007559500973474814,0.0,0.0,1.0317414141636683,0.9747080259593591,1.0
2016-01-12,0.012214714755630185,0.0,0.0,1.044343841239248,0.9747080259593591,1.0
2016-01-13,-0.03462305866529096,0.0,0.0,1.0081854631572864,0.9747080259593591,1.0
2016-01-14,0.015259764637730117,0.0,0.0,1.0235701360362475,0.9747080259593591,1.0
2016-01-15,-0.03928982903375596,-0.0023466411569498446,0.0,0.9833542403873249,0.9724207359896335,1.0
2016-01-19,-0.0016526606982147356,5.60846497468e-06,0.0,0.981729089481814,0.9724261897772719,1.0
2016-01-20,-0.013700980259275897,0.0,0.0,0.9682784386068668,0.9724261897772719,1.0
2016-01-21,0.01714210496241108,0.0,0.0,0.9848767692343051,0.9724261897772719,1.0
2016-01-22,0.019246571293831154,-8.023699474445e-06,0.0,1.0038322701890114,0.9724183873217641,1.0
2016-01-25,-0.010540734800497775,0.0,0.0,0.9932511404447675,0.9724183873217641,1.0
2016-01-26,0.007539131797442035,-0.0011792442220603752,0.0,1.0007393917005403,0.9712716685570897,1.0
2016-01-27,-0.018740429230318656,0.001449279785824085,0.0,0.9819851059523842,0.9726793129528731,1.0
2016-01-28,0.0003725846713556861,0.0,0.0,0.9823509785503616,0.9726793129528731,1.0
2016-01-29,0.03308049885492919,0.0,0.0,1.0148476389714354,0.9726793129528731,1.0
2016-02-01,0.001531084586399585,0.0,0.0,1.0164014565490085,0.9726793129528731,1.0
2016-02-02,-0.03632042496344766,0.0,0.0,0.9794853237136814,0.9726793129528731,1.0
2016-02-03,0.001304619175888675,0.0,0.0,0.9807631790494998,0.9726793129528731,1.0
2016-02-04,0.010231063621668415,0.0,0.0,0.9907974295321451,0.9726793129528731,1.0
2016-02-05,-0.048883004572974995,0.0,0.0,0.9423642742534334,0.9726793129528731,1.0
2016-02-08,-0.030957411010815627,0.0,0.0,0.9131911160934609,0.9726793129528731,1.0
