Simulations,MedianTerminalReturn,P05TerminalReturn,P95TerminalReturn,ProbabilityOfLoss,MedianMaxDrawdown
1000,0.018614341499324505,-0.22039047022971428,0.3502804572533975,0.445,-0.1608065596486955
